date,time,time_formatted,year,month,day,day_of_week,type,details,location,coverage,daily_text,url,newmonth,daycount,lastdaily
6/30/17,14:45:00,2:45 PM,2017,June,30,Friday,President Schedule,Out-of-Town Travel Pool Call Time,"Virginia Gate, Joint Base Andrews",Out-of-Town Travel Pool,"UPDATE: Principal Deputy Press Secretary Sarah Sanders will give an off-camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will speak to President Recep Tayyip Erdogan of Turkey. The President will then welcome President Moon of the Republic of Korea. Later in the morning, the President will meet with President Moon. The President will then give joint statements with President Moon. In the afternoon, the President and First Lady Melania Trump will depart the White House for Joint Base Andrews, en route to Bedminster, New Jersey.",,FALSE,,FALSE
6/30/17,15:15:00,3:15 PM,2017,June,30,Friday,Pool Report Schedule,The President signs an executive order on the National Space Council,Roosevelt Room,Open Press,"In the morning, President Donald J. Trump will speak to President Recep Tayyip Erdogan of Turkey. The President will then welcome President Moon of the Republic of Korea. Later in the morning, the President will meet with President Moon. The President will then give joint statements with President Moon. In the afternoon, the President and First Lady Melania Trump will depart the White House for Joint Base Andrews, en route to Bedminster, New Jersey.",https://factba.se/transcript/donald-trump-remarks-space-council-june-30-2017,FALSE,,FALSE
6/30/17,16:00:00,4:00 PM,2017,June,30,Friday,President Schedule,The President and THE FIRST LADY depart the White House en route to Joint Base Andrews,South Lawn,Open Press,"UPDATE: Principal Deputy Press Secretary Sarah Sanders will give an off-camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will speak to President Recep Tayyip Erdogan of Turkey. The President will then welcome President Moon of the Republic of Korea. Later in the morning, the President will meet with President Moon. The President will then give joint statements with President Moon. In the afternoon, the President and First Lady Melania Trump will depart the White House for Joint Base Andrews, en route to Bedminster, New Jersey.",,FALSE,,FALSE
6/30/17,16:20:00,4:20 PM,2017,June,30,Friday,President Schedule,"The President and THE FIRST LADY depart Washington, D.C. en route to Bedminster, New Jersey",Joint Base Andrews,Out-of-Town Travel Pool,"UPDATE: Principal Deputy Press Secretary Sarah Sanders will give an off-camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will speak to President Recep Tayyip Erdogan of Turkey. The President will then welcome President Moon of the Republic of Korea. Later in the morning, the President will meet with President Moon. The President will then give joint statements with President Moon. In the afternoon, the President and First Lady Melania Trump will depart the White House for Joint Base Andrews, en route to Bedminster, New Jersey.",,FALSE,,FALSE
6/30/17,17:35:00,5:35 PM,2017,June,30,Friday,President Schedule,"The President and THE FIRST LADY arrive in Bedminster, New Jersey","Trump National Golf Club, Bedminster",Closed Press,"UPDATE: Principal Deputy Press Secretary Sarah Sanders will give an off-camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will speak to President Recep Tayyip Erdogan of Turkey. The President will then welcome President Moon of the Republic of Korea. Later in the morning, the President will meet with President Moon. The President will then give joint statements with President Moon. In the afternoon, the President and First Lady Melania Trump will depart the White House for Joint Base Andrews, en route to Bedminster, New Jersey.",,FALSE,,TRUE
6/29/17,09:00:00,9:00 AM,2017,June,29,Thursday,President Schedule,In-Town Travel Pool Call Time,,,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,,10,FALSE
6/29/17,10:30:00,10:30 AM,2017,June,29,Thursday,President Schedule,The President will receive his daily intelligence briefing,Oval Office,Closed Press,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,13:15:00,1:15 PM,2017,June,29,Thursday,Briefing Schedule,Briefing with National Security Advisor H.R. McMaster and National Economic Director Gary Cohn on President Donald J. Trumps Upcoming Foreign Travel (not for broadcast or audio),White House Briefing Room,Off-Camera ,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,14:00:00,2:00 PM,2017,June,29,Thursday,President Schedule,Press Briefing with Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin,White House Briefing Room,On Camera,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,15:00:00,3:00 PM,2017,June,29,Thursday,President Schedule,The President departs the White House en route to the Department of Energy,South Portico,In-Town Travel Pool,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,15:25:00,3:25 PM,2017,June,29,Thursday,President Schedule,The President gives remarks at the Unleashing American Energy event,Department of Energy,In-Town Travel Pool,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",https://factba.se/transcript/donald-trump-remarks-energy-event-june-29-2017,FALSE,,FALSE
6/29/17,15:50:00,3:50 PM,2017,June,29,Thursday,President Schedule,The President arrives at the White House,South Portico,In-Town Travel Pool,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,18:00:00,6:00 PM,2017,June,29,Thursday,President Schedule,The President and THE FIRST LADY welcome President Moon of the Republic of Korea,South Portico,Open Press,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,18:15:00,6:15 PM,2017,June,29,Thursday,President Schedule,The President and THE FIRST LADY participate in a reception with the Republic of Korea delegation,State Floor,Closed Press,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",,FALSE,,FALSE
6/29/17,18:30:00,6:30 PM,2017,June,29,Thursday,President Schedule,The President and THE FIRST LADY have dinner with President Moon,State Dining Room,Closed Press,"UPDATE: National Security Advisor H.R. McMaster and National Economic Director Gary Cohn will give an off-camera briefing on President Donald J. Trumps upcoming foreign travel at 1:15 PM. "" ""Principal Deputy Press Secretary Sarah Sanders and Secretary of the Treasury Steven Mnuchin will give an on camera briefing at 2:00 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. In the afternoon, the President will depart the White House en route to the Department of Energy, where he will give remarks at the Unleashing American Energy event. The President will then return to the White House. In the evening, the President and First Lady Melania Trump will welcome President Moon of the Republic of Korea. The President and the First Lady will then participate in a reception with the Republic of Korea delegation. Later in the evening, the President and the First Lady will have dinner with President Moon.",https://factba.se/transcript/donald-trump-remarks-moon-south-korea-dinner-june-29-2017,FALSE,,TRUE
6/28/17,09:00:00,9:00 AM,2017,June,28,Wednesday,President Schedule,In-Town Travel Pool Call Time,,,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,,9,FALSE
6/28/17,10:30:00,10:30 AM,2017,June,28,Wednesday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,FALSE,,FALSE
6/28/17,11:30:00,11:30 AM,2017,June,28,Wednesday,President Schedule,"The President leads a tribal, State, and local energy roundtable (Final Gather 11:20 AM Briefing Room Doors)",Roosevelt Room,In-House Pool Spray ,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",https://factba.se/transcript/donald-trump-remarks-energy-roundtable-june-28-2017,FALSE,,FALSE
6/28/17,13:30:00,1:30 PM,2017,June,28,Wednesday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,Off-Camera,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,FALSE,,FALSE
6/28/17,14:00:00,2:00 PM,2017,June,28,Wednesday,President Schedule,The President participates in a meet and greet with the Chicago Cubs,Roosevelt Room,Closed Press,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",https://factba.se/transcript/donald-trump-remarks-chicago-cubs-june-28-2017,FALSE,,FALSE
6/28/17,15:00:00,3:00 PM,2017,June,28,Wednesday,President Schedule,The President meets with immigration crime victims to urge passage of House legislation to save American lives (Final Gather 2:50 PM Briefing Room Doors),Cabinet Room,In-House Pool Spray ,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",https://factba.se/transcript/donald-trump-remarks-crime-victim-families-june-28-2017,FALSE,,FALSE
6/28/17,18:50:00,6:50 PM,2017,June,28,Wednesday,President Schedule,The President departs the White House en route to the Trump International Hotel,South Portico,In-Town Travel Pool,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,FALSE,,FALSE
6/28/17,20:00:00,8:00 PM,2017,June,28,Wednesday,President Schedule,The President gives remarks at the Republican National Committee dinner,"Trump International Hotel, Washington DC",Closed Press,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,FALSE,,FALSE
6/28/17,20:30:00,8:30 PM,2017,June,28,Wednesday,President Schedule,The President arrives at the White House,South Portico,,"UPDATE: Press Secretary Sean Spicer will give an off-camera briefing at 1:30 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then lead a tribal, State, and local energy roundtable. In the afternoon, the President will participate in a meet and greet with the Chicago Cubs. The President will then meet with immigration crime victims to urge passage of House legislation to save American lives. In the evening, the President will depart the White House en route to the Trump International Hotel, where he will give remarks at the Republican National Committee dinner. The President will then return to the White House.",,FALSE,,TRUE
6/27/17,09:00:00,9:00 AM,2017,June,27,Tuesday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.ITP",,,7,FALSE
6/27/17,10:15:00,10:15 AM,2017,June,27,Tuesday,President Schedule,The President speaks with President Emmanuel Macron of France,Oval Office,,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.ITP",,FALSE,,FALSE
6/27/17,10:30:00,10:30 AM,2017,June,27,Tuesday,President Schedule,The President receives his daily intelligence briefing,,,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.ITP",,FALSE,,FALSE
6/27/17,11:00:00,11:00 AM,2017,June,27,Tuesday,President Schedule,The President meets with National Security Advisor H.R. McMaster,,,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.ITP",,FALSE,,FALSE
6/27/17,11:15:00,11:15 AM,2017,June,27,Tuesday,President Schedule,The President speaks with Prime Minister Leo Varadkar of Ireland,Oval Office,Closed Press,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.ITP",,FALSE,,FALSE
6/27/17,14:00:00,2:00 PM,2017,June,27,Tuesday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer and Secretary of Energy Rick Perry,White House Briefing Room,On Camera,"In the morning, President Donald J. Trump will speak with President Emmanuel Macron of France. The President will then receive his daily intelligence briefing. Later in the morning, the President will meet with National Security Advisor H.R. McMaster. The President will then speak with Prime Minister Leo Varadkar of Ireland.",,FALSE,,FALSE
6/27/17,16:00:00,4:00 PM,2017,June,27,Tuesday,Pool Report Schedule,The President holds an impromptu meeting with Senators about Healthcare,East Room,,,https://factba.se/transcript/donald-trump-remarks-senators-healthcare-june-27-2017,FALSE,,TRUE
6/26/17,09:00:00,9:00 AM,2017,June,26,Monday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,,10,FALSE
6/26/17,10:30:00,10:30 AM,2017,June,26,Monday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,FALSE,,FALSE
6/26/17,13:00:00,1:00 PM,2017,June,26,Monday,President Schedule,The President has lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley,Presidential Dining Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,FALSE,,FALSE
6/26/17,13:30:00,1:30 PM,2017,June,26,Monday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,Off-Camera,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,FALSE,,FALSE
6/26/17,15:35:00,3:35 PM,2017,June,26,Monday,President Schedule,The President and THE FIRST LADY welcome Prime Minister Narendra Modi of India,South Portico,Open Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,FALSE,,FALSE
6/26/17,15:55:00,3:55 PM,2017,June,26,Monday,President Schedule,The President meets with Prime Minister Modi (Final Gather 3:45 PM Briefing Room Doors),Oval Office,In-House Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",https://factba.se/transcript/donald-trump-remarks-india-modi-bilateral-meeting-june-26-2017,FALSE,,FALSE
6/26/17,16:15:00,4:15 PM,2017,June,26,Monday,President Schedule,The President leads an expanded bilateral meeting with Prime Minister Modi,Cabinet Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",https://factba.se/transcript/donald-trump-remarks-india-modi-oval-office-june-26-2017,FALSE,,FALSE
6/26/17,17:15:00,5:15 PM,2017,June,26,Monday,President Schedule,The President gives joint statements with Prime Minister Modi,Rose Garden,Pre-Credentialed Media,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",https://factba.se/transcript/donald-trump-statement-india-modi-june-26-2017,FALSE,,FALSE
6/26/17,18:00:00,6:00 PM,2017,June,26,Monday,President Schedule,The President and THE FIRST LADY have dinner with Prime Minster Modi,Blue Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",https://factba.se/transcript/donald-trump-remarks-india-modi-dinner-june-26-2017,FALSE,,FALSE
6/26/17,19:30:00,7:30 PM,2017,June,26,Monday,President Schedule,The President and THE FIRST LADY participate in the departure of Prime Minster Modi,South Portico,Open Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then have lunch with Vice President Mike Pence and U.S. Ambassador to the United Nations Nikki Haley. In the afternoon, the President and First Lady Melania Trump will welcome Prime Minister Narendra Modi of India. The President will then meet with Prime Minister Modi. Later in the afternoon, the President will give joint statements with Prime Minister Modi. In the evening, the President and the First Lady will have dinner with Prime Minister Modi. The President and the First Lady will then participate in the departure of Prime Minister Modi.ITP",,FALSE,,TRUE
6/25/17,,,2017,June,25,Sunday,President Schedule,No public events scheduled,,,,,,3,FALSE
6/25/17,08:30:00,8:30 AM,2017,June,25,Sunday,President Schedule,In-Town Travel Pool Call Time,,,,,FALSE,,FALSE
6/25/17,09:50:00,9:50 AM,2017,June,25,Sunday,Pool Report Schedule,"The President goes to Trump National Golf Club in Potomac Falls, VA (09:51:00 - 13:50:00)","Trump National Golf Club, Potomac Falls, VA",,,,FALSE,,TRUE
6/24/17,09:15:00,9:15 AM,2017,June,24,Saturday,President Schedule,In-Town Travel Pool Call Time,,,,,,5,FALSE
6/24/17,10:55:00,10:55 AM,2017,June,24,Saturday,Pool Report Schedule,"The President goes to Trump National Golf Club in Potomac Falls, VA (10:55:00 - 14:03:00)","Trump National Golf Club, Potomac Falls, VA",,,,FALSE,,FALSE
6/24/17,18:10:00,6:10 PM,2017,June,24,Saturday,President Schedule,The President and THE FIRST LADY depart the White House en route to Andrew W. Mellon Auditorium,South Portico,In-Town Travel Pool,,,FALSE,,FALSE
6/24/17,18:30:00,6:30 PM,2017,June,24,Saturday,President Schedule,The President and THE FIRST LADY attend the wedding of Secretary of the Treasury Steven Mnuchin and Louise Linton,Andrew W. Mellon Auditorium,Closed Press,,,FALSE,,FALSE
6/24/17,22:25:00,10:25 PM,2017,June,24,Saturday,President Schedule,The President and THE FIRST LADY arrive at the White House,South Portico,In-Town Travel Pool,,,FALSE,,TRUE
6/23/17,09:00:00,9:00 AM,2017,June,23,Friday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will meet with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly. The President will then meet with Secretary of State Rex Tillerson and Secretary of Defense James Mattis. Later in the morning, the President will sign the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017. ITP",,,5,FALSE
6/23/17,10:00:00,10:00 AM,2017,June,23,Friday,President Schedule,The President meets with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly,Oval Office,Closed Press,"In the morning, President Donald J. Trump will meet with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly. The President will then meet with Secretary of State Rex Tillerson and Secretary of Defense James Mattis. Later in the morning, the President will sign the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017. ITP",,FALSE,,FALSE
