date,time,time_formatted,year,month,day,day_of_week,type,details,location,coverage,daily_text,url,newmonth,daycount,lastdaily
6/11/18,20:00:00,8:00 PM,2018,June,11,Monday,President Schedule,"The President departs Shangri-La Hotel, Singapore, en route to Capella Singapore (8:00 AM Local 6/12)","Shangra-La Hotel, Singapore",Out-of-Town Travel Pool,,,FALSE,,FALSE
6/11/18,20:20:00,8:20 PM,2018,June,11,Monday,President Schedule,The President arrives at Capella Singapore (8:20 AM Local 6/12),"Capella Singapore, Sentosa Island, Singapore",Out-of-Town Travel Pool,,,FALSE,,FALSE
6/11/18,21:00:00,9:00 PM,2018,June,11,Monday,President Schedule,The President participates in a greeting with North Korean leader Kim Jong Un (9:00 AM Local 6/12),"Capella Singapore, Sentosa Island, Singapore",Out-of-Town Travel Pool,,,FALSE,,FALSE
6/11/18,21:15:00,9:15 PM,2018,June,11,Monday,President Schedule,The President participates in a 1:1 bilateral meeting with North Korean leader Kim Jong Un (9:15 AM Local 6/12),"Capella Singapore, Sentosa Island, Singapore",Out-of-Town Travel Pool ,,https://factba.se/transcript/donald-trump-remarks-bilat-north-korea-kim-jong-un-june-12-2018,FALSE,,FALSE
6/11/18,22:00:00,10:00 PM,2018,June,11,Monday,President Schedule,The President participates in an expanded bilateral meeting with North Korean leader Kim Jong Un (10:00 AM Local 6/12),"Capella Singapore, Sentosa Island, Singapore",Out-of-Town Travel Pool ,,https://factba.se/transcript/donald-trump-remarks-expanded-bilat-north-korea-kim-jong-un-june-12-2018,FALSE,,FALSE
6/11/18,23:30:00,11:30 PM,2018,June,11,Monday,President Schedule,The President participates in a working lunch with North Korean leader Kim Jong Un (11:30 AM Local 6/12),"Capella Singapore, Sentosa Island, Singapore",Out-of-Town Travel Pool ,,https://factba.se/transcript/donald-trump-remarks-friendship-document-signing-north-korea-june-12-2018,FALSE,,TRUE
6/10/18,08:35:00,8:35 AM,2018,June,10,Sunday,President Schedule,The President arrives at Paya Lebar Air Base (8:35 PM Local),"Paya Lebar Air Base, Singapore",Open Press,OTP,,,5,FALSE
6/10/18,08:40:00,8:40 AM,2018,June,10,Sunday,President Schedule,"The President departs Paya Lebar Air Base en route to Shangri-La Hotel, Singapore (8:40 PM Local)","Paya Lebar Air Base, Singapore",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/10/18,09:00:00,9:00 AM,2018,June,10,Sunday,President Schedule,"The President arrives at Shangri-La Hotel, Singapore (9:00 PM Local)","Shangra-La Hotel, Singapore",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/10/18,22:00:00,10:00 PM,2018,June,10,Sunday,President Schedule,Out-of-Town Travel Pool Call Time (10:00 AM Local),,,OTP,,FALSE,,FALSE
6/10/18,23:50:00,11:50 PM,2018,June,10,Sunday,President Schedule,"The President departs Shangri-La Hotel, Singapore en route to Istana Palace (11:50 AM Local)","Shangra-La Hotel, Singapore",Out-of-Town Travel Pool,OTP,,FALSE,,TRUE
6/9/18,04:00:00,4:00 AM,2018,June,9,Saturday,President Schedule,Out-of-Town Travel Pool Call Time,,,OTP,,,10,FALSE
6/9/18,08:00:00,8:00 AM,2018,June,9,Saturday,President Schedule,The President participates in the Gender Equality Advisory Council Breakfast at the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-Of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,09:10:00,9:10 AM,2018,June,9,Saturday,President Schedule,The President participates in the G7 Summit Scroll Signing,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Closed Press,OTP,,FALSE,,FALSE
6/9/18,09:30:00,9:30 AM,2018,June,9,Saturday,President Schedule,The President participates in Working Session IV of the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,10:00:00,10:00 AM,2018,June,9,Saturday,Pool Report Schedule,The President delivers an unscheduled press conference at the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,https://factba.se/transcript/donald-trump-press-conference-g7-canada-june-9-2018,FALSE,,FALSE
6/9/18,10:35:00,10:35 AM,2018,June,9,Saturday,President Schedule,"The President departs the Fairmont Le Manoir Richelieu, en route to the Fairmont Le Manoir Richelieu Landing Zone","Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,10:40:00,10:40 AM,2018,June,9,Saturday,President Schedule,The President arrives at the Fairmont Le Manoir Richelieu Landing Zone,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,10:50:00,10:50 AM,2018,June,9,Saturday,President Schedule,"The President departs Charlevoix, Quebec, Canada, en route to La Baie, Quebec, Canada","Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,11:40:00,11:40 AM,2018,June,9,Saturday,President Schedule,The President arrives at Canadian Forces Base Bagotville,"CFB Bagotville, La Baie, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/9/18,11:50:00,11:50 AM,2018,June,9,Saturday,President Schedule,"The President departs Canadian Forces Base Bagotville en route to Paya Lebar, Singapore","CFB Bagotville, La Baie, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,TRUE
6/8/18,06:00:00,6:00 AM,2018,June,8,Friday,President Schedule,Out-of-Town Travel Pool Call Time,,,OTP,,,18,FALSE
6/8/18,07:00:00,7:00 AM,2018,June,8,Friday,President Schedule,In-Town Pool Call Time,,,OTP,,FALSE,,FALSE
6/8/18,07:25:00,7:25 AM,2018,June,8,Friday,President Schedule,The President departs the White House en route to Joint Base Andrews,South Lawn,Open Press,OTP,https://factba.se/transcript/donald-trump-press-conference-marine-one-departure-june-8-2018,FALSE,,FALSE
6/8/18,07:35:00,7:35 AM,2018,June,8,Friday,President Schedule,The President arrives at Joint Base Andrews,Joint Base Andrews,Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,07:45:00,7:45 AM,2018,June,8,Friday,President Schedule,"The President departs Joint Base Andrews en route to La Baie, Quebec, Canada",Joint Base Andrews,Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,10:00:00,10:00 AM,2018,June,8,Friday,President Schedule,The President arrives at Canadian Forces Base Bagotville,"CFB Bagotville, La Baie, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,10:10:00,10:10 AM,2018,June,8,Friday,President Schedule,"The President departs La Baie, Quebec, Canada, en route to Charlevoix, Quebec, Canada","CFB Bagotville, La Baie, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,11:00:00,11:00 AM,2018,June,8,Friday,President Schedule,The President arrives at the Fairmont Le Manoir Richelieu Landing Zone,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,11:10:00,11:10 AM,2018,June,8,Friday,President Schedule,The President departs Fairmont Le Manoir Richelieu Landing Zone en route to the Fairmont Le Manoir Richelieu,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,11:15:00,11:15 AM,2018,June,8,Friday,President Schedule,The President arrives at the Fairmont Le Manoir Richelieu,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,11:20:00,11:20 AM,2018,June,8,Friday,President Schedule,The President participates in an expanded bilateral meeting with the President of the French Republic,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,https://factba.se/transcript/donald-trump-remarks-bilat-emmanuel-macron-france-june-8-2018,FALSE,,FALSE
6/8/18,11:55:00,11:55 AM,2018,June,8,Friday,President Schedule,The President participates in the official welcome of the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,12:30:00,12:30 PM,2018,June,8,Friday,President Schedule,The President participates in a working lunch and Session I of the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Closed Press,OTP,,FALSE,,FALSE
6/8/18,14:05:00,2:05 PM,2018,June,8,Friday,President Schedule,The President participates in the leaders family photo at the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,15:00:00,3:00 PM,2018,June,8,Friday,President Schedule,The President participates in Session II of the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,,FALSE,,FALSE
6/8/18,17:00:00,5:00 PM,2018,June,8,Friday,President Schedule,The President participates in an expanded bilateral meeting with the Prime Minister of Canada,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Out-of-Town Travel Pool,OTP,https://factba.se/transcript/donald-trump-remarks-bilat-justin-trudeau-canada-june-8-2018,FALSE,,FALSE
6/8/18,18:30:00,6:30 PM,2018,June,8,Friday,President Schedule,The President participates in a working dinner and Session III of the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Closed Press,OTP,,FALSE,,FALSE
6/8/18,21:00:00,9:00 PM,2018,June,8,Friday,President Schedule,The President participates in a cultural event at the G7 Summit,"Fairmont Le Manoir Richelieu, Charlevoix, Quebec, Canada",Closed Press,OTP,,FALSE,,TRUE
6/7/18,09:00:00,9:00 AM,2018,June,7,Thursday,President Schedule,In-Town Pool Call Time,,,7-Jun-18,,,8,FALSE
6/7/18,12:00:00,12:00 PM,2018,June,7,Thursday,President Schedule,The President participates in the arrival of the Prime Minister of Japan,Stakeout Location,Open Press,7-Jun-18,,FALSE,,FALSE
6/7/18,12:05:00,12:05 PM,2018,June,7,Thursday,President Schedule,The President meets with the Prime Minister of Japan (Final Gather 12:00 PM Palm Room Doors),Oval Office,In-House Pool Spray,7-Jun-18,https://factba.se/transcript/donald-trump-remarks-shinzo-abe-white-house-june-7-2018,FALSE,,FALSE
6/7/18,12:25:00,12:25 PM,2018,June,7,Thursday,President Schedule,The President participates in a working lunch with the Prime Minister of Japan,Cabinet Room,Closed Press,7-Jun-18,,FALSE,,FALSE
6/7/18,14:00:00,2:00 PM,2018,June,7,Thursday,President Schedule,The President hosts a joint press conference with the Prime Minister of Japan (Pre-set 12:45 PM | Final Gather 1:30 PM Palm Room Doors),Rose Garden,Pre-Credentialed Media,7-Jun-18,https://factba.se/transcript/donald-trump-press-conference-shinzo-abe-japan-june-7-2018,FALSE,,FALSE
6/7/18,14:30:00,2:30 PM,2018,June,7,Thursday,President Schedule,The President participates in the departure of the Prime Minister of Japan,West Wing Lobby,Closed Press,7-Jun-18,,FALSE,,FALSE
6/7/18,14:45:00,2:45 PM,2018,June,7,Thursday,President Schedule,The President meets with the Secretary of State,Oval Office,Closed Press,7-Jun-18,,FALSE,,FALSE
6/7/18,15:45:00,3:45 PM,2018,June,7,Thursday,Briefing Schedule,Press Briefing with the Secretary of State,White House Briefing Room,On Camera,7-Jun-18,,FALSE,,TRUE
6/6/18,11:30:00,11:30 AM,2018,June,6,Wednesday,President Schedule,The President receives his intelligence briefing,Oval Office,Closed Press,6-Jun-18,,,9,FALSE
6/6/18,12:15:00,12:15 PM,2018,June,6,Wednesday,President Schedule,The President participates in the signing ceremony for S. 2372 VA Mission Act of 2018 (Pre-set 10:00 AM | Final Gather 12:05 PM Palm Room Doors),Rose Garden,Open Press,6-Jun-18,https://factba.se/transcript/donald-trump-remarks-bill-signing-veterans-administration-june-6-2018,FALSE,,FALSE
6/6/18,13:00:00,1:00 PM,2018,June,6,Wednesday,Briefing Schedule,Press Briefing on the G7 with Larry Kudlow,White House Briefing Room,On Camera,6-Jun-18,,FALSE,,FALSE
6/6/18,13:45:00,1:45 PM,2018,June,6,Wednesday,President Schedule,The President and THE FIRST LADY depart the White House en route to Federal Emergency Management Agency Headquarters,"Washington, DC",In-Town Travel Pool,6-Jun-18,,FALSE,,FALSE
6/6/18,13:55:00,1:55 PM,2018,June,6,Wednesday,President Schedule,The President and THE FIRST LADY arrive at Federal Emergency Management Agency Headquarters,"Washington, DC",In-Town Travel Pool,6-Jun-18,https://factba.se/transcript/donald-trump-remarks-fema-hurricane-briefing-june-6-2018,FALSE,,FALSE
6/6/18,14:50:00,2:50 PM,2018,June,6,Wednesday,President Schedule,The President and THE FIRST LADY depart Federal Emergency Management Agency Headquarters en route to the White House,"Washington, DC",In-Town Travel Pool,6-Jun-18,https://factba.se/transcript/donald-trump-remarks-fema-staff-june-6-2018,FALSE,,FALSE
6/6/18,15:00:00,3:00 PM,2018,June,6,Wednesday,President Schedule,The President and THE FIRST LADY arrive at the White House,"Washington, DC",In-Town Travel Pool,6-Jun-18,,FALSE,,FALSE
6/6/18,15:30:00,3:30 PM,2018,June,6,Wednesday,President Schedule,The President meets with Republican Members of the Senate,Cabinet Room,Closed Press,6-Jun-18,,FALSE,,FALSE
6/6/18,20:45:00,8:45 PM,2018,June,6,Wednesday,President Schedule,The President hosts the White House IFTAR (Pre-set 5:30 PM | Final Gather 8:40 PM Palm Room Doors),State Dining Room,In-House Pool Spray,6-Jun-18,https://factba.se/transcript/donald-trump-remarks-ramadan-iftar-june-6-2018,FALSE,,TRUE
6/5/18,09:00:00,9:00 AM,2018,June,5,Tuesday,President Schedule,In-Town Pool Call Time,,,5-Jun-18,,,7,FALSE
6/5/18,11:30:00,11:30 AM,2018,June,5,Tuesday,President Schedule,The President meets with the United States Ambassador to the United Nations,Oval Office,Closed Press,5-Jun-18,,FALSE,,FALSE
6/5/18,12:00:00,12:00 PM,2018,June,5,Tuesday,President Schedule,The President has lunch with the Secretary of State,Private Dining Room,Closed Press,5-Jun-18,,FALSE,,FALSE
6/5/18,14:00:00,2:00 PM,2018,June,5,Tuesday,Briefing Schedule,Press Briefing with Press Secretary Sarah Sanders,White House Briefing Room,On Camera,5-Jun-18,,FALSE,,FALSE
6/5/18,15:00:00,3:00 PM,2018,June,5,Tuesday,President Schedule,The President participates in the Celebration of America,South Lawn,Open Press,5-Jun-18,https://factba.se/transcript/donald-trump-remarks-america-celebration-event-june-5-2018,FALSE,,FALSE
6/5/18,15:30:00,3:30 PM,2018,June,5,Tuesday,President Schedule,The President meets with Members of Congress,Roosevelt Room,Closed Press,5-Jun-18,,FALSE,,FALSE
6/5/18,17:15:00,5:15 PM,2018,June,5,Tuesday,President Schedule,"The President participates in the signing ceremony for S. 292 The Childhood Cancer Survivorship, Treatment, Access, and Research Act of 2018",Oval Office,Closed Press,5-Jun-18,https://factba.se/transcript/donald-trump-remarks-bill-signing-childrens-cancer-treatment-june-5-2018,FALSE,,TRUE
6/4/18,09:00:00,9:00 AM,2018,June,4,Monday,President Schedule,In-Town Pool Call Time,,,4-Jun-18,,,6,FALSE
6/4/18,11:30:00,11:30 AM,2018,June,4,Monday,President Schedule,The President receives his intelligence briefing,Oval Office,Closed Press,4-Jun-18,,FALSE,,FALSE
6/4/18,12:45:00,12:45 PM,2018,June,4,Monday,President Schedule,The President has lunch with the Vice President and the Secretary of Defense,Private Dining Room,Closed Press,4-Jun-18,,FALSE,,FALSE
6/4/18,14:00:00,2:00 PM,2018,June,4,Monday,Briefing Schedule,Press Briefing with Press Secretary Sarah Sanders,White House Briefing Room,On Camera,4-Jun-18,,FALSE,,FALSE
6/4/18,14:45:00,2:45 PM,2018,June,4,Monday,President Schedule,"The President meets with Klaus Schwab, Founder and Executive Chairman of the World Economic Forum",Oval Office,Closed Press,4-Jun-18,,FALSE,,FALSE
6/4/18,17:30:00,5:30 PM,2018,June,4,Monday,President Schedule,The President and FIRST LADY host Gold Star Families Memorial Day Reception,State Floor,Closed Press,4-Jun-18,,FALSE,,TRUE
6/3/18,12:00:00,12:00 PM,2018,June,3,Sunday,President Schedule,In-Town Pool Call Time,,,DAT,,,3,FALSE
6/3/18,14:00:00,2:00 PM,2018,June,3,Sunday,President Schedule,The President departs Camp David en route to the White House,Camp David,Closed Press,DAT,,FALSE,,FALSE
6/3/18,15:20:00,3:20 PM,2018,June,3,Sunday,President Schedule,The President arrives at the White House,"Washington, DC",In-Town Travel Pool,DAT,,FALSE,,TRUE
6/2/18,,,2018,June,2,Saturday,President Schedule,The President has no public events scheduled.,,,ITP,,,1,FALSE
6/1/18,09:00:00,9:00 AM,2018,June,1,Friday,President Schedule,In-Town Pool Call Time,,,ITP,,,9,FALSE
6/1/18,10:30:00,10:30 AM,2018,June,1,Friday,President Schedule,The President departs the White House en route to the Douglas A. Munro U.S. Coast Guard Headquarters Building,South Portico,In-Town Travel Pool,ITP,,FALSE,,FALSE
6/1/18,10:45:00,10:45 AM,2018,June,1,Friday,President Schedule,The President arrives at the Douglas A. Munro U.S. Coast Guard Headquarters Building,"Washington, DC",In-Town Travel Pool,ITP,,FALSE,,FALSE
6/1/18,11:00:00,11:00 AM,2018,June,1,Friday,President Schedule,The President participates in the U.S. Coast Guard Change-of-Command Ceremony,U.S. Coast Guard Headquarters,In-Town Travel Pool,ITP,https://factba.se/transcript/donald-trump-remarks-coast-guard-change-guard-june-1-2018,FALSE,,FALSE
6/1/18,12:00:00,12:00 PM,2018,June,1,Friday,President Schedule,The President departs the Douglas A. Munro U.S. Coast Guard Headquarters Building en route to the White House,"Washington, DC",In-Town Travel Pool,ITP,,FALSE,,FALSE
6/1/18,12:15:00,12:15 PM,2018,June,1,Friday,President Schedule,The President arrives at the White House,South Portico,In-Town Travel Pool,ITP,,FALSE,,FALSE
6/1/18,13:00:00,1:00 PM,2018,June,1,Friday,President Schedule,The President meets with the Secretary of State,Oval Office,Closed Press,ITP,,FALSE,,FALSE
